     29.999999599507                      P               1             0.0000        299999.9960        999970.0000             0.0000             0.0000         10000.0000
     29.527299682670                      a               2             1.0000        295273.9968             0.4727             0.0000             0.0036         10000.0000
     23.707069370615                      b               3             1.5850        237072.2787             5.8202             0.0000             0.0218         10000.0000
     23.223461292143                  baRS+            4347            12.0858        232246.6987             0.4836             0.0000             0.0743            10.2282
     22.750567822097                 aPb/</           48524            15.5664        227521.2446             0.4729             0.0000             0.0603             2.0721
     22.627087943571                baRbS/*          762210            19.5398        226290.4193             0.1235             0.0000             0.0386             1.1307
     21.929203460978                Pb/<a>/         2112184            21.0103        219313.0449             0.6979             0.0000             0.0819             1.0886
     21.442667475979               bba+R<S*         9259599            23.1425        214449.8173             0.4865             0.0000             0.0431             1.0513
     21.098940120365              bbba*RC-*        91381215            26.4454        211015.8466             0.3437             0.0000             0.0465             1.0248
     20.686307372873              bbPa/>/S+        91692075            26.4503        206889.5240             0.4126             0.0000             0.0980             1.0250
     20.312864629491             bbaR*<P/S+      1680267972            30.6460        203159.2923             0.3734             0.0000             0.0386             1.0243
